index,GCA_000430645.1_Aquimarina_latercula_DSM_2041,GCA_000430665.1_Aquimarina_muelleri_DSM_19832,GCA_000520955.1_Aquimarina_pacifica_SW150,GCA_000520975.1_Aquimarina_megaterium_XH134,GCA_000520995.1_Aquimarina_macrocephali_JAMB_N27,GCA_000626715.1_Aquimarina_atlantica_22II_S11_z7,GCA_001401755.1_Aquimarina_longa_SW024,GCA_001632745.1_Aquimarina_aggregata_RZW4_3_2,GCA_002846555.1_Aquimarina_sp._MAR_2010_214,GCA_002895435.1_Aquimarina_sediminis_w01,GCA_002924285.1_Aquimarina_sp._I32.4,GCA_003443675.1_Aquimarina_sp._BL5,GCA_003443695.1_Aquimarina_sp._AD1,GCA_003443715.1_Aquimarina_sp._AD10,GCA_004216895.1_Aquimarina_brevivitae_DSM_17196,GCA_006443095.1_Aquimarina_algicola_M625,GCA_007489275.1_Aquimarina_algiphila_M91,GCA_008124785.1_Aquimarina_intermedia_DSM_17527,GCA_008370685.1_Aquimarina_sp._RZ0,GCA_013365535.1_Aquimarina_sp._TRL1,GCA_015751855.1_Aquimarina_sp._EL_35,GCA_015752005.1_Aquimarina_sp._EL_32,GCA_017897595.1_Aquimarina_sp._U1_2,GCA_018100805.1_Aquimarina_sp._MMG016,GCA_018100855.1_Aquimarina_sp._MMG015,GCA_019295435.1_Aquimarina_litoralis_CCMR20,GCA_023195925.1_Aquimarina_acroporae_D1M17,GCA_026222555.1_Aquimarina_sp._ERC_38,GCA_034322225.1_Aquimarina_sp._2201CG5_10,GCA_035285365.1_Aquimarina_gracilis_PSC32,GCA_039523995.1_Aquimarina_litoralis_JCM_15974,GCA_039537645.1_Aquimarina_mytili_JCM_17454,GCA_039539305.1_Aquimarina_addita_JCM_17106,GCA_040786235.1_Aquimarina_sp._2201CG1_2_11,GCA_042682765.1_Aquimarina_celericrescens_DT92,GCA_042684305.1_Aquimarina_rubra_KCTC_52274,GCA_042684685.1_Aquimarina_hainanensis_KCTC_42423,GCA_045055285.1_Aquimarina_sp._LLG6339_5,GCA_051669215.1_Aquimarina_muelleri_SJ_Lobster_29,GCA_900089995.1_Aquimarina_megaterium_EL33,GCA_900109375.1_Aquimarina_amphilecti_DSM_25232,GCA_900141785.1_Aquimarina_spongiae_DSM_22623,GCA_900312735.1_Aquimarina_sp._AU119,GCA_900312745.1_Aquimarina_sp._AU58,GCA_900312815.1_Aquimarina_sp._AU474,GCA_921010045.1_Aquimarina_aquimarini_Aq135,GCA_929200365.1_unc._Aquimarina_sp._EG16N_Bin3,GCA_937930645.1_Aquimarina_aggregata_H4_Bin_METABAT__156_1,GCA_937951135.1_unc._Aquimarina_sp._R3_Bin_Bin_100_sub_1,GCA_938020385.1_unc._Aquimarina_sp._R3_Bin_Bin_72_1,GCA_943373825.1_Aquimarina_spinulae_Aq349,GCA_943416075.1_Aquimarina_sp._Aq78,GCA_943422735.1_Aquimarina_sp._EL_43,GCA_943733665.1_Aquimarina_sp._Aq107,GCA_947387485.1_Aquimarina_rhabdastrellae_strain_RHTr2,GCA_947489685.1_unc._Aquimarina_sp._2_328,GCA_947490045.1_Aquimarina_algiphila_ZY116,GCA_947491765.1_unc._Aquimarina_sp._1030_1_G,GCA_947492055.1_unc._Aquimarina_sp._4R_2,GCA_947492115.1_unc._Aquimarina_sp._550,GCA_947492265.1_unc._Aquimarina_sp._597,GCA_947492285.1_unc._Aquimarina_sp._629_G,GCA_947492405.1_unc._Aquimarina_sp._4R5_1_G,GCA_947492435.1_unc._Aquimarina_sp._512_2,GCA_947492565.1_unc._Aquimarina_sp._679,GCA_947492595.1_unc._Aquimarina_sp._754,GCA_947492765.1_unc._Aquimarina_sp._538_2_G,GCA_947492965.1_unc._Aquimarina_sp._740,GCA_947493075.1_unc._Aquimarina_sp._490,GCA_947493495.1_unc._Aquimarina_sp._4_651_3Z,GCA_947493965.1_Aquimarina_aggregata_2_322,GCA_947494415.1_Aquimarina_algiphila_2_91_1,GCA_947494615.1_unc._Aquimarina_sp._2_972,GCA_947494795.1_unc._Aquimarina_sp._249,GCA_947495315.1_unc._Aquimarina_sp._3_916_3Z,GCA_947495415.1_Aquimarina_aggregata_392,GCA_947495425.1_unc._Aquimarina_sp._4_1007,GCA_947496355.1_unc._Aquimarina_sp._17,GCA_947496555.1_unc._Aquimarina_sp._2_536A,GCA_947496705.1_unc._Aquimarina_sp._3_722_3Z,GCA_947496745.1_unc._Aquimarina_sp._3_716,GCA_947496855.1_unc._Aquimarina_sp._3_1138_G,GCA_947497175.1_unc._Aquimarina_sp._3_198_2,GCA_947497875.1_unc._Aquimarina_sp._4_646_3Z,GCA_947497885.1_Aquimarina_algiphila_4_66,GCA_947498045.1_Aquimarina_algiphila_4_60,GCA_947498455.1_unc._Aquimarina_sp._513,GCA_947498475.1_unc._Aquimarina_sp._502,GCA_947498595.1_unc._Aquimarina_sp._568,GCA_947498695.1_unc._Aquimarina_sp._4R_1,GCA_947498705.1_unc._Aquimarina_sp._694,GCA_947498775.1_unc._Aquimarina_sp._692,GCA_947498785.1_unc._Aquimarina_sp._637_3Z,GCA_947498815.1_unc._Aquimarina_sp._723_3Z,GCA_947498885.1_unc._Aquimarina_sp._700,GCA_947498935.1_unc._Aquimarina_sp._821_3Z,GCA_947499355.1_unc._Aquimarina_sp._4_722_3Z,GCA_947500065.1_unc._Aquimarina_sp._2_563A_J,GCA_947500505.1_unc._Aquimarina_sp._2_926,GCA_947500545.1_unc._Aquimarina_sp._2_863,GCA_947500845.1_unc._Aquimarina_sp._2_968,GCA_947501375.1_Aquimarina_algiphila_4_617_3Z,GCA_947501395.1_unc._Aquimarina_sp._4_616,GCA_947501475.1_unc._Aquimarina_sp._YR205_23_3Z,GCA_947501515.1_unc._Aquimarina_sp._X6,GCA_947501715.1_Aquimarina_algiphila_4_58,GCA_947502655.1_unc._Aquimarina_sp._YR2_5_14_J,GCA_947502885.1_unc._Aquimarina_sp._187_3Z,GCA_947503825.1_Aquimarina_algiphila_2_166,GCA_947503835.1_unc._Aquimarina_sp._2_156,GCA_947504015.1_unc._Aquimarina_sp._2_32,GCA_965219655.1_Aquimarina_sp._sanger1,GCA_965230845.1_Aquimarina_sp._sanger2,GCF_029906345.1_Aquimarina_mycalae_2201CG14_23,GCF_040786285.1_Aquimarina_penaris_2304DJ70_9,GCF_042434905.1_Aquimarina_besae_SS2_1,GCF_042434915.1_Aquimarina_rhodophyticola_W85
COG1657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
COG2329,0,1,1,1,1,1,0,1,0,2,1,1,0,2,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,3,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,1,2,2,0,1,2,3,1,2,1,1,2,2,1,2,1,1,1,1,0,1,2,2,1,2,3,1,0,0,2,0,0
COG0286,3,3,1,1,3,1,3,2,1,0,0,2,1,2,1,5,3,1,1,1,1,1,0,0,1,0,1,0,0,0,2,3,1,0,0,0,1,1,3,0,1,0,1,1,1,0,3,2,1,0,2,1,1,1,3,0,1,1,3,2,0,0,1,0,1,0,1,0,4,0,4,3,1,1,0,4,0,1,1,3,0,0,0,3,1,2,0,2,2,3,1,0,0,2,3,2,3,2,2,0,0,0,3,0,1,1,3,4,1,2,2,0,2,1,0,0,0
COG4249,1,0,2,0,2,0,2,2,1,0,1,1,1,2,0,0,1,0,1,1,0,0,1,1,1,2,1,0,3,1,0,1,0,2,1,1,1,1,0,3,1,0,2,2,0,1,0,3,0,1,3,3,0,0,2,0,1,1,0,1,0,0,3,2,2,2,2,0,0,0,3,1,2,2,2,3,0,2,2,0,3,2,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,2,0,1,1,1,0,0,0,1,0,0,1,2,2,1,1,0,1,0,0
COG2842,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
COG5635,3,0,0,1,1,0,2,1,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
COG3397,2,1,1,1,0,0,0,1,0,1,1,2,2,1,0,1,1,0,2,1,1,1,0,0,2,2,1,2,0,1,2,0,1,1,0,0,1,2,1,0,2,1,1,0,2,1,0,1,0,2,0,1,1,2,0,2,1,0,1,2,2,0,2,0,0,0,1,2,3,1,1,1,1,1,2,1,1,0,0,0,2,2,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,3,0,0,0,1,1,0,2,1,0,1,1,0,3,0,1,1,0,0,0
COG4206,0,1,1,1,2,1,1,1,2,1,2,0,1,1,1,0,1,1,0,2,1,1,0,1,0,1,0,0,1,1,1,2,0,0,0,1,2,0,1,2,0,0,1,2,0,1,1,1,0,0,2,2,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,3,1,2,0,1,3,1,0,1,2,2,2,2,0,1,1,1,0,0,0,1,1,1,0,0,0,2,1,1,0,0,1,0,0,1,1,2,3,1,1,1,1,1,0,1,0,0
COG2249,0,3,0,0,1,0,2,5,0,1,1,3,1,6,0,1,3,0,2,1,1,1,1,0,0,2,2,0,1,4,2,0,0,2,0,0,1,0,3,0,1,2,4,0,1,1,1,6,0,1,0,0,1,1,2,1,3,0,1,1,0,9,2,0,0,0,1,0,3,0,5,4,0,1,1,5,0,0,0,1,2,1,0,1,3,4,0,0,0,1,1,0,9,0,1,1,1,1,0,0,0,2,1,1,0,3,1,2,3,0,2,1,1,1,0,0,2
COG3979,1,4,1,6,4,4,3,2,6,3,3,2,1,3,0,1,3,0,2,6,7,7,1,2,1,1,1,0,5,2,1,1,1,9,3,1,5,1,4,5,1,1,2,5,2,3,4,2,0,2,5,4,5,1,6,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,3,2,1,2,2,3,3,2,1,2,2,2,1,1,3,2,8,5,3,1,10,1,2,5,1,1,2,2,1,1,2,2,1,3,1,3,2,5,2,3,1,6,1,1,1,0,1
COG2829,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
COG2333,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
COG2192,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,2,0,1,1,2,0,1,1,0,0
COG4225,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,1,0,1,1,1,4,3,0,0,0,4,0,0,1,2,1,1,0,1,3,3,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,2,1,0,0,3,2,0,3,0,1,0,0,0,0,0,1
COG1733,4,4,2,6,6,5,1,2,7,6,5,2,3,3,0,7,5,3,1,3,6,6,0,2,3,5,5,0,4,2,2,3,2,2,1,1,3,3,4,7,4,5,6,6,1,7,2,1,0,0,7,8,6,2,7,2,6,4,7,2,3,6,3,0,1,0,5,2,1,0,1,6,2,5,3,1,2,1,1,2,3,3,2,7,5,6,2,2,4,7,4,1,6,2,7,2,2,4,0,1,3,7,7,1,3,5,2,4,6,2,2,7,2,1,1,0,3
COG5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG3468,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,3,0,4,1,0,3,1,0,0,0,0,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1,1,2,0,0,0,1,1,2,0,1,1,1,0,4,1,1,1,2,0,0,0,0,2,0,2,1,0,0,0,1,0,0,1,0,1,1,1,4,0,0,1,0,0,0,0,1,0,0,5,0,2,0,0,1,0,0,1,0,1,2,0,1,2,2,1,0,0,0
COG3325,2,3,0,4,3,4,2,3,4,3,4,1,2,3,1,2,4,2,2,3,4,4,2,0,2,2,3,0,5,2,2,0,0,6,2,0,3,2,2,4,2,3,4,4,4,4,1,3,0,2,4,4,4,1,0,1,4,2,2,2,1,2,2,1,1,1,3,1,2,0,3,4,2,3,1,3,3,0,1,2,2,2,2,2,4,4,7,1,2,2,6,1,2,1,2,1,2,3,2,0,2,4,2,0,1,4,2,5,4,3,2,0,3,1,2,0,0
COG4124,6,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,2,1,4,3,0,0,2,2,2,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,2,2,1,2,2,1,2,2,1,2,0,2,2,3,1,1,2,0,1,1,0,2,0,0,0,0,0,2,0,7,3,2,0,2,0,1,0,3,1,1,3,0,1,3,1,0,3,0,3,0,0
COG1942,1,0,0,2,2,1,1,2,1,1,2,1,1,2,0,1,2,0,2,1,2,2,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,2,1,1,2,2,1,2,0,2,0,2,2,1,2,1,0,1,1,0,1,0,1,4,1,0,1,0,1,0,1,0,2,2,0,1,0,2,0,0,1,0,0,0,0,1,2,2,0,0,0,1,1,0,4,0,1,0,0,1,0,0,0,1,1,0,0,2,0,1,1,1,1,0,1,0,1,0,0
COG2319,2,1,1,1,0,0,0,3,0,0,1,0,0,3,1,0,2,1,1,0,1,1,2,1,0,0,1,0,1,3,2,1,1,2,3,0,0,0,2,1,0,2,5,0,2,1,0,3,0,0,0,1,1,1,1,0,2,2,0,1,0,0,1,5,4,5,2,1,0,0,3,3,1,2,0,3,0,3,4,3,1,1,1,0,2,3,1,1,1,0,2,4,0,1,0,0,3,2,0,2,1,2,0,0,1,2,3,0,2,4,3,0,0,1,2,0,0
COG3967,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COG3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
COG4773,1,4,0,3,4,3,4,1,4,4,5,1,1,1,1,2,2,0,2,3,3,3,2,1,1,1,1,1,0,1,1,0,1,1,0,0,3,0,4,4,1,1,2,3,1,6,2,1,0,2,3,3,3,1,0,0,2,0,3,1,0,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,3,2,2,1,1,0,3,1,4,1,1,3,0,2,1,0,1,0,2,3,1,1,2,2,1,2,1,1,0,1,0,0,0,1
COG0523,2,2,2,2,3,3,2,2,3,2,3,3,2,2,0,2,2,0,4,4,3,3,1,2,3,3,2,0,2,1,2,0,1,3,0,0,4,0,2,3,2,1,2,3,2,3,1,2,1,4,3,2,3,3,2,0,2,1,2,2,0,2,2,0,0,0,2,2,3,2,2,2,1,2,2,2,1,0,0,0,2,3,1,2,2,2,1,1,1,2,3,0,2,1,2,2,0,1,0,0,1,1,2,0,2,2,0,1,2,1,2,1,1,0,0,0,1
COG0737,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,3,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,3,2,2,2,0,2,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,2
COG3558,1,0,1,1,2,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,2,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,2,1,0,1,1,2,0,0,0,0,1,1,0,1,1,1,0,0,3,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,1,1,0,0,1,0,1,2,1,0,0,0,0
COG3474,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1
COG0393,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
COG4642,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,2,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2,1,0,0,0
COG1331,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,0,1,1,2,1,1,0,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,0,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,0,1,2,1,1,1,0,1,1,1,2,1,1,1,1,1,1,0,0
COG3883,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,2,1,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,1,0,0,1,1,0,0,0,1,1,1,2,1,1,1,0,0,2,1,0,0,1,0,2,0,1,0,0,1,1,0,0,1,0,2,0,1,0,2,1,3,1,1,1,1,1,0,0,0,0
COG2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,2,3,0,4,0,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,1,5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
COG1918,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
COG3469,1,0,0,2,1,1,2,2,1,1,3,0,1,2,0,1,2,1,1,1,2,2,2,2,2,0,2,0,2,2,0,1,0,2,2,1,1,1,1,2,1,2,2,1,1,4,0,2,0,1,2,1,2,0,1,2,2,2,1,1,2,0,2,2,2,2,2,0,2,0,2,3,2,2,3,2,2,3,2,4,2,2,2,1,2,3,2,2,1,1,2,2,0,2,2,0,4,2,2,4,2,2,1,4,0,2,4,3,2,2,1,1,2,1,2,0,0
COG0363,1,1,0,3,2,3,1,1,2,2,1,0,1,1,0,1,2,2,0,1,3,3,1,1,1,0,1,0,2,1,0,1,0,1,2,0,2,1,1,3,1,1,2,3,2,2,0,1,0,0,3,3,3,1,0,1,2,2,1,1,1,1,1,2,3,2,1,0,1,0,1,2,1,1,1,1,3,1,3,2,2,1,1,1,2,2,3,2,0,1,1,2,1,2,1,0,2,1,1,2,2,2,1,1,0,2,2,1,2,1,1,0,1,1,1,0,0
COG3525,2,1,0,3,3,3,1,1,2,6,2,0,1,1,0,1,1,1,0,2,3,3,1,1,1,1,1,0,2,1,1,1,0,1,1,0,2,1,1,3,2,1,1,3,2,2,0,2,0,0,3,4,3,0,0,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,0,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,2,1,0,0
COG3108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
COG3177,0,2,1,1,2,0,0,1,2,1,2,1,0,0,0,1,3,1,3,0,0,0,2,0,0,1,0,4,0,1,0,0,0,4,1,1,0,0,2,0,0,0,0,1,0,2,2,0,3,1,0,0,0,0,1,0,0,1,0,1,0,1,2,5,2,5,0,0,1,2,1,0,0,0,2,1,2,0,2,1,0,0,0,0,0,1,2,0,2,0,0,3,1,0,0,4,1,0,2,0,2,3,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
COG3408,0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,1,2,0,1,1,1,1,1,3,1,1,0,1,2,0,0,0,0,1,1,1,2,1,2,0,1,0,5,0,1,1,1,0,1,1,2,1,1,1,1,0,1,5,5,5,1,1,0,0,1,1,1,1,1,1,1,2,5,2,1,1,1,1,2,2,1,1,1,1,1,3,0,1,1,2,2,0,0,1,1,1,1,0,1,2,2,1,2,2,1,2,1,0,1,0,1
COG4628,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,1,1,0,1,0,2,1,0,0,1,1,0,1
COG1089,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
COG1083,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,2,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
COG2089,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,2,0,0,1,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1,0,0,1,0,1
COG5360,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
